Frame,Hip_X,Hip_Y,Knee_X,Knee_Y,Ankle_X,Ankle_Y,Hip_Knee_Angle,Knee_Ankle_Angle
0,0.5168063044548035,0.4843331575393677,0.6382042169570923,0.7244691252708435,0.6452493667602539,0.9794946312904358,154.76406696791437,178.41759077920045
1,0.5208612680435181,0.4845326840877533,0.630821704864502,0.7245121002197266,0.6545190811157227,1.031952977180481,159.7899926185079,175.59238746531832
2,0.5232837200164795,0.4845753312110901,0.6276639699935913,0.7248052358627319,0.6663383841514587,1.044798731803894,163.40632561545704,173.10865660625566
3,0.5287600755691528,0.48466232419013977,0.6301412582397461,0.7287856936454773,0.6752558946609497,1.0601297616958618,165.2010515281079,172.24648775389107
4,0.5313935279846191,0.4846626818180084,0.63041090965271,0.7287867665290833,0.6762722134590149,1.0662882328033447,165.66062110605637,172.26177273502873
5,0.53425133228302,0.485889732837677,0.6326063275337219,0.7321373820304871,0.6733168363571167,1.0797593593597412,164.9070580548498,173.3204350572996
6,0.5364508628845215,0.4863795340061188,0.6415383815765381,0.739431619644165,0.6715216040611267,1.0846505165100098,162.4116977325062,175.03615842008648
7,0.5380402207374573,0.4897720515727997,0.6464233994483948,0.7450875043869019,0.6718019247055054,1.0884212255477905,161.22593934181688,175.77250166904398
8,0.5389838218688965,0.4908246695995331,0.6471570730209351,0.7441990971565247,0.6684437394142151,1.0971636772155762,160.3321162302243,176.5487734670985
9,0.5428047180175781,0.49366500973701477,0.6513727307319641,0.7510868310928345,0.6694036722183228,1.0975555181503296,160.11144939906092,177.02089762287525
10,0.5430393815040588,0.4954380691051483,0.6534336805343628,0.7495542764663696,0.6758044958114624,1.089487075805664,160.283872699394,176.2348213627309
11,0.5436971187591553,0.4967900216579437,0.653833270072937,0.7485544681549072,0.6785569190979004,1.0864472389221191,160.55756445326128,175.8151196741263
12,0.5440880060195923,0.4988146722316742,0.6534000039100647,0.7481797337532043,0.6730754375457764,1.0903326272964478,159.62037145077642,176.70884221339134
13,0.5442725419998169,0.49902769923210144,0.6530401110649109,0.7485323548316956,0.6722762584686279,1.098684310913086,159.5904473915101,176.85552723069625
14,0.5442253351211548,0.49907681345939636,0.6527943015098572,0.748580813407898,0.6720519661903381,1.1011977195739746,159.61027551224606,176.87397895326367
15,0.5443152189254761,0.4995996356010437,0.6526804566383362,0.7498660683631897,0.6719558835029602,1.105367660522461,159.6909722788823,176.8964407466147
16,0.5443543791770935,0.5000712871551514,0.6534404158592224,0.7545838952064514,0.672220766544342,1.1096463203430176,159.82738858974403,176.97227031045597
17,0.5442372560501099,0.5015543699264526,0.6547099947929382,0.7596865892410278,0.6719197034835815,1.1089438199996948,159.65152559260525,177.17902251810943
18,0.5442746877670288,0.5110214948654175,0.6564856767654419,0.758936882019043,0.6695647239685059,1.107151746749878,157.79866653391178,177.8489657412517
19,0.5442851185798645,0.5178858637809753,0.6592897772789001,0.7583686113357544,0.669005274772644,1.1087052822113037,156.03025989222493,178.41148696697576
20,0.5453439354896545,0.5637816786766052,0.6677897572517395,0.7602452039718628,0.6710776686668396,1.1206469535827637,148.58948037606368,179.4773104688319
21,0.5457199811935425,0.6031360626220703,0.6783230900764465,0.7740240693092346,0.6691318154335022,1.142930269241333,140.76256402845897,178.57277454642238
22,0.5453022718429565,0.6032865643501282,0.6838346719741821,0.780046820640564,0.6556254625320435,1.1527878046035767,137.5851983041091,175.67207918816194
23,0.5452641248703003,0.640788197517395,0.6905210614204407,0.7798335552215576,0.6497526168823242,1.16606867313385,127.72291724615303,173.97454498669748
24,0.5452595949172974,0.6467933654785156,0.6934249997138977,0.7777982950210571,0.6495305895805359,1.156204342842102,124.86584539792915,173.38336540150118
25,0.5455183982849121,0.7154142260551453,0.6978763937950134,0.7780424952507019,0.6693112254142761,1.1557036638259888,108.02015406716907,175.67455354325384
26,0.5461374521255493,0.7452532052993774,0.6999729871749878,0.787194550037384,0.6736648082733154,1.155890941619873,101.16893492510019,175.9186006964674
27,0.5461816787719727,0.7434754967689514,0.6995893120765686,0.7851178050041199,0.674786388874054,1.1522889137268066,101.32237418771359,176.1354608352816
28,0.5467088222503662,0.7436741590499878,0.7004985809326172,0.7826716303825378,0.6833661794662476,1.1336214542388916,101.43414276008684,177.20519694212277
29,0.5555976629257202,0.73360675573349,0.6989622712135315,0.7780469655990601,0.6838723421096802,1.1437568664550781,104.85960919804043,177.637200744721
30,0.5575255155563354,0.7320091128349304,0.6984426975250244,0.7759168148040771,0.6858396530151367,1.143217921257019,105.34106447530982,178.03480561980535
31,0.5572782158851624,0.7176337838172913,0.698296070098877,0.7755041718482971,0.6834473609924316,1.1464277505874634,110.01966075826459,177.70757540051912
32,0.5574412941932678,0.7106368541717529,0.6983070373535156,0.7753432393074036,0.6825807690620422,1.14741051197052,112.2512901938766,177.57970437079607
33,0.5606463551521301,0.6677171587944031,0.6969454288482666,0.7721216678619385,0.6817961931228638,1.1581785678863525,125.20477349806902,177.7528127143149
34,0.5674784183502197,0.6371327042579651,0.6915162205696106,0.7497509717941284,0.6794801354408264,1.1570854187011719,130.5449018776682,178.3074932979684
35,0.5672909021377563,0.6273826956748962,0.6891990303993225,0.748805046081543,0.6679894924163818,1.1557846069335938,131.9023741950196,177.01675766249187
36,0.56842041015625,0.606222927570343,0.6892946362495422,0.7504459023475647,0.6596401929855347,1.1596039533615112,135.88804147071167,175.85463668737106
37,0.5679806470870972,0.608052670955658,0.6892136335372925,0.7518442273139954,0.6598809957504272,1.1597329378128052,135.75197073193843,175.88675021402958
38,0.5675044059753418,0.5694618225097656,0.6867188215255737,0.7450701594352722,0.6608892679214478,1.1571807861328125,142.2423819612458,176.41360596386812
39,0.5671294927597046,0.55374675989151,0.6840319037437439,0.7431554198265076,0.6622379422187805,1.1566987037658691,145.30052108128174,176.98327126007297
40,0.5669361352920532,0.5527559518814087,0.6800256967544556,0.7394493818283081,0.6654016375541687,1.0761451721191406,146.30758686021358,177.51297583956932
41,0.565355122089386,0.5506301522254944,0.6693153381347656,0.7209131717681885,0.6697807312011719,1.0484015941619873,148.67676129992245,179.91857715037787
42,0.5652741193771362,0.5481718182563782,0.6683002710342407,0.725168764591217,0.6640931367874146,1.0990796089172363,149.15257889584507,179.3553520359292
43,0.5631501078605652,0.5412971377372742,0.6606666445732117,0.7193881869316101,0.6552702188491821,1.1142882108688354,150.51348717688123,179.2170849439652
44,0.5614253282546997,0.5325232148170471,0.6597877144813538,0.7217839956283569,0.6551120281219482,1.119937539100647,151.86543426330698,179.32718222636052
45,0.5607098937034607,0.5339776873588562,0.6597129106521606,0.7211431264877319,0.6567093133926392,1.1298527717590332,151.7018959856498,179.57894228748938
46,0.5604904890060425,0.5343445539474487,0.659961462020874,0.7216850519180298,0.6549874544143677,1.1359672546386719,151.34544889876264,179.31212118575255
47,0.5604845881462097,0.5327742695808411,0.6601735353469849,0.7188288569450378,0.6616259217262268,1.1321648359298706,152.01870489714608,179.79867402911586
48,0.559907078742981,0.5371022820472717,0.6686882376670837,0.7324754595756531,0.665906548500061,1.1340194940567017,150.49461843151772,179.60309085419988
49,0.5597225427627563,0.5476887822151184,0.6748225092887878,0.7492271661758423,0.6635781526565552,1.1502779722213745,148.66301865057466,178.39400536035492
50,0.558150053024292,0.5599760413169861,0.6770665645599365,0.7484323978424072,0.6634600758552551,1.1488826274871826,145.80190866958264,178.05395399460966
51,0.5581305027008057,0.573679506778717,0.681757390499115,0.7514103651046753,0.6651121377944946,1.1550838947296143,142.81688950805326,177.63877814768398
52,0.5581468343734741,0.5860326886177063,0.6881740689277649,0.7596685886383057,0.667767345905304,1.1673169136047363,140.30648420917086,177.13418693839066
53,0.558020293712616,0.636003851890564,0.6995877027511597,0.7653903961181641,0.6622117757797241,1.176293969154358,127.22863293168894,174.80265905812337
54,0.5578098297119141,0.6528899073600769,0.7016257047653198,0.7712725400924683,0.660956859588623,1.1725265979766846,123.6722320485058,174.2125868380348
55,0.5573282241821289,0.6689480543136597,0.7022996544837952,0.7739797830581665,0.6607534885406494,1.173821210861206,119.9911885519112,174.06787774110515
