Frame,Right_Shoulder_X,Right_Shoulder_Y,Right_Elbow_X,Right_Elbow_Y,Right_Wrist_X,Right_Wrist_Y,Right_Angle,Left_Shoulder_X,Left_Shoulder_Y,Left_Elbow_X,Left_Elbow_Y,Left_Wrist_X,Left_Wrist_Y,Left_Angle
155,0.359048277,0.70558089,0.153832644,0.516503155,0.379186392,0.264402181,90.86265259,0.669684768,0.720927238,0.926302791,0.585115373,0.726328969,0.314191848,81.45772674
156,0.359285712,0.7053774,0.153146669,0.517673314,0.380549371,0.263337642,90.52001702,0.669657707,0.720822394,0.926582932,0.584895492,0.726845682,0.314232349,81.45552458
157,0.359429777,0.705327392,0.152776882,0.518685102,0.381645083,0.262229383,90.34073175,0.669671655,0.721125543,0.927820504,0.586592078,0.727510571,0.315554917,81.05988917
158,0.359338552,0.705155611,0.1492953,0.519520164,0.37919718,0.263636053,89.5316737,0.670026839,0.722109854,0.930259228,0.588606894,0.731575847,0.316069543,81.06592594
159,0.359459102,0.704889297,0.145638764,0.524472475,0.377809286,0.265488029,88.28180656,0.671051443,0.722070694,0.93257606,0.595563054,0.736304641,0.317707419,80.57792115
160,0.359653682,0.704848349,0.137771264,0.527604818,0.372420996,0.271825999,86.08541077,0.671595871,0.721667945,0.93573463,0.604942977,0.741454959,0.320928782,79.46696084
161,0.359586924,0.703599393,0.134955302,0.539169848,0.366096944,0.275987536,84.91255596,0.672261357,0.72085011,0.937379539,0.618031204,0.744934022,0.326007485,77.81229385
162,0.359634578,0.702695787,0.129376262,0.550763667,0.359085679,0.286628813,82.40574661,0.672241092,0.720436394,0.937382817,0.633553445,0.747794032,0.331488669,76.02904892
163,0.359643042,0.702827215,0.127959013,0.560804725,0.355812103,0.294349551,80.97367429,0.672928452,0.720306158,0.938251853,0.642742336,0.749643385,0.338210851,74.52400851
164,0.359074235,0.702319801,0.125272393,0.56922251,0.352414995,0.301701725,79.31830132,0.672911525,0.718646646,0.939222813,0.655344546,0.752846539,0.348722488,72.07825832
165,0.358456314,0.702756763,0.120936021,0.579156041,0.350836307,0.307710946,77.22863623,0.673665345,0.719560683,0.941458523,0.666115105,0.755198002,0.360693365,69.90987129
166,0.358386487,0.702426553,0.110216439,0.603177667,0.341259062,0.32368347,72.21891659,0.673982918,0.719570696,0.94720155,0.701836288,0.757800221,0.392733425,62.21612561
167,0.358177692,0.702370882,0.099760346,0.619303942,0.335639775,0.337303042,67.90896774,0.674525619,0.719297826,0.950818837,0.719370604,0.75905931,0.40751946,58.39724857
168,0.35786745,0.702241123,0.096550032,0.627839923,0.329324305,0.34593454,66.34539965,0.674586415,0.719342768,0.953466296,0.728625,0.761299968,0.418420523,56.31617094
169,0.357783079,0.70281601,0.09220355,0.637165904,0.325586617,0.350901186,64.69558632,0.674683928,0.719338,0.955597699,0.738308311,0.765524685,0.432922989,54.2383451
170,0.357842386,0.70274359,0.092502087,0.642100871,0.324077249,0.353420526,64.13759193,0.677175403,0.720692337,0.956720233,0.744545341,0.766325057,0.438775212,53.21342136
171,0.357856095,0.702770293,0.087751247,0.647605121,0.321718097,0.359252512,62.48753852,0.677636981,0.720735729,0.957529843,0.754112363,0.766858757,0.452724636,50.88047236
172,0.356848598,0.7027632,0.085942596,0.655438364,0.314751625,0.369189382,61.2724732,0.677616775,0.721413314,0.958592892,0.758134604,0.76757586,0.460413635,49.86998026
173,0.356857032,0.702782989,0.084087856,0.664202929,0.306929171,0.382464439,59.70816264,0.677979231,0.721684635,0.959712505,0.765575588,0.76736784,0.466214865,48.42364837
174,0.356434584,0.703144848,0.083154626,0.666079402,0.30191502,0.386646181,59.66760424,0.678214371,0.722378552,0.96080476,0.769239426,0.767287731,0.471219867,47.58712876
175,0.356092513,0.703167796,0.082554355,0.67207557,0.300210565,0.395889223,58.24395471,0.678068519,0.722383857,0.961005807,0.767139852,0.767255187,0.471963972,47.73072345
176,0.355683714,0.706351399,0.082529813,0.673776627,0.299044579,0.395646721,58.90109337,0.678163052,0.722707212,0.961116016,0.762748599,0.764679372,0.467790753,48.2825078
177,0.355696023,0.70665282,0.082424283,0.670959771,0.298601329,0.392785728,59.58968454,0.678192198,0.723031282,0.961327851,0.759997487,0.763909042,0.465037376,48.76687059
178,0.355701923,0.707665503,0.081917256,0.668577552,0.299887806,0.390528679,60.03122723,0.678193212,0.72340858,0.961461425,0.758652389,0.763278365,0.463067114,49.06685577
179,0.356382936,0.707857132,0.082025103,0.665988982,0.303828329,0.38551867,60.33876913,0.678155541,0.723250151,0.961433768,0.757995725,0.762010932,0.454889417,49.66516557
180,0.355929017,0.707921326,0.082156882,0.659990728,0.305740476,0.378094822,61.51097792,0.677407801,0.723551512,0.96070683,0.751140594,0.76156646,0.448266536,51.1127795
181,0.355802774,0.707922518,0.082314126,0.654070675,0.305893868,0.37422058,62.51713954,0.677197516,0.723535478,0.960687041,0.739662349,0.760768771,0.43675825,53.31910627
182,0.355411172,0.708185494,0.084722355,0.642905295,0.307222426,0.367720515,64.60153871,0.676906705,0.723603487,0.957103372,0.719345212,0.758904099,0.419197053,57.43237895
183,0.355699152,0.710485458,0.098785259,0.605154634,0.327062964,0.340247095,71.54056067,0.676566303,0.722439229,0.952936769,0.682093084,0.755437613,0.3851237,64.67984698
184,0.356030881,0.710528553,0.107000753,0.587027729,0.337711275,0.326448172,74.85720312,0.676454186,0.720990717,0.951275945,0.654299378,0.749669015,0.37012586,68.28656212
185,0.355756521,0.710731804,0.109822333,0.574698806,0.342021793,0.319848031,76.6109386,0.675834656,0.720720649,0.948122978,0.642246664,0.745724082,0.360431582,70.39126258
186,0.355660051,0.710703135,0.115877077,0.564439178,0.34984234,0.308648437,78.93419397,0.675219595,0.72020638,0.945504963,0.626759708,0.742243648,0.351795852,72.59908126
187,0.355035752,0.710689247,0.117692567,0.554140687,0.354465336,0.296744257,80.79813423,0.674529135,0.719953477,0.942243099,0.612517416,0.73815912,0.346447855,74.37666698
188,0.355597764,0.710802078,0.123582259,0.549344718,0.357619464,0.293602318,82.37115951,0.673452258,0.719536066,0.938167214,0.606318176,0.735853791,0.339498192,75.98543068
189,0.355623573,0.710853398,0.130150542,0.545631409,0.362530202,0.288356096,84.14379051,0.672678709,0.718583941,0.933296859,0.598201871,0.730059862,0.331242293,77.51056729
190,0.35615927,0.710686088,0.134878457,0.542068839,0.368422836,0.278074175,85.80984492,0.671034873,0.717241168,0.930624127,0.594118118,0.722015262,0.32165727,77.93559051
191,0.357217938,0.711072564,0.153024033,0.528242946,0.38375777,0.258145899,91.33437484,0.668045819,0.716837943,0.923893631,0.576091886,0.712643683,0.30315882,81.0760715
192,0.358218014,0.711072803,0.161456048,0.522675455,0.393305957,0.251122236,93.26545856,0.665967643,0.716915667,0.924408555,0.568758368,0.70831877,0.300337583,80.98900343
193,0.358639419,0.711339295,0.162928015,0.520651758,0.391725838,0.253464073,93.68103219,0.663952112,0.717127681,0.923265934,0.568217635,0.705523849,0.29888314,80.91281623
194,0.358727157,0.711168945,0.161503509,0.52144146,0.392188907,0.253357798,93.17826114,0.663638949,0.717113733,0.923392951,0.570105016,0.704081655,0.297669381,80.67370542
195,0.358731776,0.71146071,0.15938428,0.523784876,0.39156574,0.248919725,93.08449622,0.663176477,0.717063546,0.921990693,0.571977735,0.704390585,0.296008617,81.01849234
196,0.359098226,0.711398304,0.157588333,0.524900138,0.390944153,0.247973219,92.66480683,0.663511455,0.717708051,0.922222912,0.57532692,0.705602705,0.296557754,80.97673575
197,0.360625774,0.711358666,0.156468138,0.526206672,0.3897686,0.250147879,92.00356882,0.663568497,0.718357325,0.92257911,0.577441037,0.70651263,0.298667341,80.77081832
198,0.361146033,0.710654795,0.155598059,0.526730239,0.38925302,0.251187354,91.52492431,0.664076447,0.718363702,0.923338294,0.577639639,0.712037444,0.299598038,81.25912444
199,0.3615022,0.710784316,0.150080889,0.528269947,0.388503462,0.252549022,89.95239898,0.664949477,0.72048384,0.926263034,0.583150268,0.71868223,0.300756127,81.40554345
200,0.361081779,0.710157514,0.143934116,0.53211391,0.385641545,0.253392071,88.41718314,0.668202221,0.72055614,0.932123303,0.595489144,0.725406885,0.304787755,79.93889328
201,0.36093533,0.709299684,0.132982954,0.573148727,0.367477596,0.282418191,81.96032638,0.670399904,0.720528841,0.937238216,0.653366864,0.744721651,0.334001184,73.04567373
202,0.359463036,0.708854914,0.11737521,0.594224751,0.352575511,0.304152071,76.30160382,0.671350718,0.721467853,0.943625152,0.683502018,0.753272653,0.353787541,67.93919008
203,0.358905226,0.707028806,0.101106562,0.618811786,0.336261272,0.323859155,70.3265652,0.672731757,0.7227633,0.949000835,0.699999988,0.75898236,0.37319091,64.53502159
204,0.358998954,0.70694989,0.08894711,0.637531102,0.328481823,0.33429879,66.10962627,0.673520684,0.722364068,0.955165088,0.711100459,0.761875689,0.385507643,61.5945244
205,0.359057307,0.70723474,0.083789468,0.646955252,0.326066971,0.335956156,64.43228205,0.67587018,0.722315967,0.963277221,0.716178477,0.764999211,0.396585107,59.40758797
206,0.359126091,0.707736313,0.075622037,0.652953506,0.325164288,0.338754147,62.47955973,0.677333117,0.72169894,0.967048824,0.725367188,0.768412113,0.402365357,57.68428183
207,0.359182775,0.707831502,0.069958463,0.655828714,0.32111603,0.345213711,61.23455765,0.679300904,0.720383465,0.971066773,0.724163294,0.770546854,0.400419623,57.48458415
208,0.35912174,0.707644403,0.067608729,0.655990541,0.320643961,0.350595385,60.40462184,0.679329753,0.718306959,0.970695794,0.723731935,0.781754851,0.398634493,58.76892232
209,0.35912481,0.707943678,0.066251531,0.652439713,0.322236121,0.347064108,60.75935491,0.679629743,0.716207743,0.971324444,0.720284462,0.794014812,0.397287756,60.43462222
210,0.357609451,0.707234621,0.063608281,0.652192175,0.319560587,0.344488055,60.84994494,0.681547284,0.712972879,0.97260952,0.718748748,0.812970042,0.395334661,62.59189403
211,0.35752517,0.70452857,0.06149311,0.653174996,0.316569626,0.340822726,60.60519563,0.682823241,0.709851146,0.975461125,0.719607472,0.827566445,0.39404878,63.6591785
212,0.35602352,0.695239007,0.052765131,0.668556631,0.285713285,0.327132434,60.72317619,0.691298783,0.703967273,0.983168602,0.739435792,0.872524917,0.404282182,64.80177457
213,0.355382234,0.69012779,0.052382749,0.692794561,0.271646559,0.325302035,58.67339375,0.697273791,0.701767623,0.984253526,0.7626369,0.889264941,0.420016557,62.52928079
214,0.353753716,0.685653448,0.042706188,0.721008003,0.254159898,0.32628864,55.33718555,0.69880724,0.697641194,0.98810178,0.776651323,0.933939815,0.46136716,64.97673663
215,0.353365004,0.685893297,0.043805234,0.745794415,0.24627094,0.352101117,51.83285649,0.709954619,0.698002756,0.99414742,0.791989028,0.98222065,0.537440419,69.01766618
216,0.342406154,0.685644269,0.034824532,0.780343354,0.237199277,0.37603128,46.29746156,0.708974481,0.697211087,0.975163281,0.82923907,0.993033767,0.5856058,67.81400469
217,0.33370769,0.685687423,0.036713548,0.822253883,0.227351874,0.428277403,39.4841386,0.708268166,0.697859406,0.96206677,0.842522204,0.98455143,0.777523458,79.39902774
218,0.326703548,0.68508029,0.033955403,0.91151458,0.204238847,0.536903262,27.83417116,0.708148003,0.698628008,0.919101715,0.859066188,0.987288356,1.021599174,150.0136093
219,0.325828791,0.691242039,0.069185197,0.908336461,0.010732939,0.78917408,75.901326,0.703965783,0.694010139,0.90574342,0.859656513,0.990863204,0.955604613,170.9614229
